DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P6160;P8586;P6218;P8587;P8587S1;P6211;P5455;P1088;P1088S1;P6216;P5457;P5673;P5674;P6223;P1101;P5461;P5461S1;P5461S2;P5461S3;P4693;P6167;P6180;P6180S1;P6180S2;P8610;P8610S1;P8610S2;P6229;P6229S1;P8612;P8612S1;P8612S2;P6238;P8614;P8614S1;P8614S2;P6202;P781;P781S1;P781S2;P782;P783;LLAVEHOG;FEX_C
6000052;3;1;3;1;1; ; ; ; ; ;3;7; ; ;2;2;1;1; ;1;1;2;1;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60000521;1621,35681850189
6000053;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000531;2322,54788444621
6000053;2;1;2;1;1; ; ; ; ; ;2;1; ; ;1; ;1;1; ;1;2;2;4;10;1;0;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60000531;2322,54788444621
6000054;1;1;1;1;2;3;5;10; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000541;2141,9040004544
6000054;2;1;2;1;2;16;7;1;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000541;2141,9040004544
6000054;4;1;4;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000541;2141,9040004544
6000055;1;1;1;1;2; ;7;2;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000551;2294,5461176962
6000055;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000551;2294,5461176962
6000056;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000561;1989,08053837641
6000056;2;1;2;1;1; ; ; ; ; ;7;4;3;1;1; ;1; ; ; ; ; ;1;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60000561;1989,08053837641
6000056;3;1;3;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000561;1989,08053837641
6000056;4;1;4;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000561;1989,08053837641
6000056;5;1;5;1;1; ; ; ; ; ;7;4;3;1;2; ;1; ; ; ; ; ;1;10;2; ; ;2; ; ; ; ;2; ; ; ;1;2400000;3;1; ; ; ; ; ;60000561;1989,08053837641
6000056;6;1;6;1;1; ; ; ; ; ;7;4;3;1;2; ;1; ; ; ; ; ;4;10;2; ; ;2; ; ; ; ;2; ; ; ;1;2300000;3;1; ; ; ; ; ;60000561;1989,08053837641
6000057;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000571;3186,99088670704
6000057;2;1;2;2;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000571;3186,99088670704
6000057;3;1;3;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000571;3186,99088670704
6000058;1;1;1;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000581;2486,30167917236
6000058;2;1;2;1;2; ;5;11; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000581;2486,30167917236
6000058;3;1;3;1;2; ;5;11; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000581;2486,30167917236
6000058;4;1;4;1;1; ; ; ; ; ;7;3;2;1;1; ;1; ; ; ; ; ;3;20;2; ; ;2; ; ; ; ;1;100000;3;1;2; ; ; ; ; ; ; ; ;60000581;2486,30167917236
6000058;5;1;5;1;1; ; ; ; ; ;6;1;0;1;1; ;1; ; ; ; ; ;1;15;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60000581;2486,30167917236
6000058;6;1;6;1;2; ;10;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000581;2486,30167917236
6000059;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000591;2584,89173463123
6000059;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000591;2584,89173463123
6000059;3;1;3;1;1; ; ; ; ; ;4;10; ;1;2;2;1;1; ;1;1;1;4;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60000591;2584,89173463123
6000059;4;1;4;1;1; ; ; ; ; ;2;5; ; ;2;2;1;1; ;1;1;1;1;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60000591;2584,89173463123
6000060;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000601;2107,93205230804
6000061;1;1;1;1;2;13;5;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000611;2525,3159734853
6000061;2;1;2;1;2;13;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000611;2525,3159734853
6000061;3;1;3;2;2;13;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;60000611;2525,3159734853
6000062;1;1;1;1;2;2;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000621;2495,59714548594
6000062;2;1;2;1;1; ; ; ; ; ;3;9; ; ;1; ;1;1; ;2;2;2;1;20;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60000621;2495,59714548594
6000063;1;1;1;1;2;2;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000631;2693,76767457687
6000063;2;1;2;1;2;2;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000631;2693,76767457687
6000064;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000641;2280,82024666291
6000064;2;1;2;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000641;2280,82024666291
6000064;3;1;3;1;1; ; ; ; ; ;5;1;0;3;1; ;1; ; ; ; ; ;3;60;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60000641;2280,82024666291
6000071;1;1;1;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000711;274,778826689231
6000071;2;1;2;1;1; ; ; ; ; ;3;7; ; ;1; ;1;1; ;2;2;2;4;10;1;0;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;3; ; ; ; ;60000711;274,778826689231
6000071;3;1;3;1;2;10;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000711;274,778826689231
6000071;4;1;4;1;1; ; ; ; ; ;3;9; ; ;1; ;1;2; ;2;2;2;4;10;1;0;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60000711;274,778826689231
6000071;5;1;5;1;1; ; ; ; ; ;2;4; ; ;1; ;1;1; ;2;2;2;4;10;1;0;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60000711;274,778826689231
6000071;6;1;6;1;1; ; ; ; ; ;2;2; ; ;1; ;1;4; ;2;2;2;4;10;1;0;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60000711;274,778826689231
6000071;7;1;7;1;2;2;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000711;274,778826689231
6000072;1;1;1;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000721;307,910951598643
6000073;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000731;239,650384450975
6000073;2;1;2;1;2;2;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000731;239,650384450975
6000074;1;1;1;1;2;9;7;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000741;502,180692208428
6000074;2;1;2;1;1; ; ; ; ; ;2;5; ; ;1; ;1;1; ;1;1;2;5;10;1;0;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ;2;24;10;60000741;502,180692208428
6000074;3;1;3;2;1; ; ; ; ; ;1;1; ; ;1; ;1;1; ;2;2;1;5;20;1;0;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ;2;24;10;60000741;502,180692208428
6000075;1;1;1;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000751;443,219806845584
6000075;2;1;2;1;2; ;5;13; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000751;443,219806845584
6000075;3;1;3;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000751;443,219806845584
6000075;4;1;4;1;1; ; ; ; ; ;3;7; ; ;2;2;1;1; ;1;1;2;1;20;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60000751;443,219806845584
6000076;1;1;1;1;2;3;5;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000761;239,650384450975
6000077;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000771;443,219806845584
6000077;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000771;443,219806845584
6000077;3;1;3;1;1; ; ; ; ; ;3;9; ; ;1; ;1;1; ;2;2;2;5;30;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60000771;443,219806845584
6000077;4;1;4;1;1; ; ; ; ; ;3;7; ; ;1; ;1;1; ;2;2;2;5;30;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60000771;443,219806845584
6000079;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000791;307,910951598643
6000080;1;1;1;1;2;2;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000801;239,650384450975
6000080;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000801;239,650384450975
6000082;1;1;1;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000821;398,417888867364
6000082;2;1;2;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000821;398,417888867364
6000082;3;1;3;1;1; ; ; ; ; ;3;9; ; ;1; ;1;1; ;2;2;2;4;25;1;0;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;4; ; ; ; ;60000821;398,417888867364
6000083;1;1;1;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000831;239,650384450975
6000083;2;1;2;1;2;9;7;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000831;239,650384450975
6000084;1;1;1;1;2; ;11;5;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000841;239,650384450975
6000085;1;1;1;1;2;2;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000851;593,631274227703
6000085;2;1;2;1;1; ; ; ; ; ;7;3;3;1;2; ;1; ; ; ; ; ;1;25;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60000851;593,631274227703
6000085;3;1;3;1;1; ; ; ; ; ;4;11; ;1;2;2;1;1; ;1;1;2;1;20;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60000851;593,631274227703
6000086;1;1;1;1;1; ; ; ; ; ;7;3;3;4;1; ;1; ; ; ; ; ;6;20;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60000861;826,707773307591
6000086;2;1;2;1;2;3;7;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000861;826,707773307591
6000087;1;1;1;1;2; ;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000871;311,954009083456
6000087;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000871;311,954009083456
6000087;3;1;3;1;1; ; ; ; ; ;7;1;2;1;2; ;1; ; ; ; ; ;1;25;2; ; ;2; ; ; ; ;2; ; ; ;1;600000;1;4;1;2; ; ; ;60000871;311,954009083456
6000088;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000881;418,493137476269
6000088;2;1;2;1;1; ; ; ; ; ;7;4;4;1;2; ;1; ; ; ; ; ;1;30;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60000881;418,493137476269
6000088;3;1;3;1;1; ; ; ; ; ;7;2;2;1;2; ;1; ; ; ; ; ;1;25;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60000881;418,493137476269
6000089;1;1;1;1;2; ;11;5;6;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000891;453,44782183686
6000089;2;1;2;1;2; ;7;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000891;453,44782183686
6000089;3;1;3;1;1; ; ; ; ; ;3;6; ; ;1; ;1;4; ;1;1;1;1;15;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;4; ; ; ; ;60000891;453,44782183686
6000090;1;1;1;1;2; ;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000901;380,396438297017
6000090;2;1;2;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000901;380,396438297017
6000096;1;1;1;1;2; ;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000961;1231,67943326244
6000096;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000961;1231,67943326244
6000096;3;1;3;1;1; ; ; ; ; ;3;9; ; ;1; ;1;1; ;2;2;2;2;15;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60000961;1231,67943326244
6000097;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000971;937,87932189766
6000097;2;1;2;1;2; ;7;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000971;937,87932189766
6000097;3;1;3;1;1; ; ; ; ; ;6;2;7;5;1; ;1; ; ; ; ; ;4;5;2; ; ;1;500000;3;8; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60000971;937,87932189766
6000098;1;1;1;1;2; ;13;1;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000981;1559,83616346744
6000098;2;1;2;1;2;9;13;1;7;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000981;1559,83616346744
6000099;1;1;1;1;2; ;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000991;1181,05149222442
6000099;2;1;2;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000991;1181,05149222442
6000099;4;1;4;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000991;1181,05149222442
6000099;5;1;5;1;2;10;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60000991;1181,05149222442
6000099;6;1;6;1;1; ; ; ; ; ;2;1; ; ;1; ;1;1; ;2;2;2;4;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;4; ; ; ;60000991;1181,05149222442
6000100;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001001;1559,83616346744
6000100;2;1;2;1;2;16;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001001;1559,83616346744
6000101;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001011;1390,17593426089
6000102;1;1;1;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001021;1325,88023976096
6000103;1;1;1;1;2;9;5;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001031;1277,04283232424
6000103;2;1;2;1;1; ; ; ; ; ;7;4;4;1;1; ;1; ; ; ; ; ;3;40;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60001031;1277,04283232424
6000103;5;1;5;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001031;1277,04283232424
6000103;6;1;6;1;2; ;7;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001031;1277,04283232424
6000104;1;1;1;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001041;728,243450960028
6000104;2;1;2;1;2; ;7;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001041;728,243450960028
6000104;3;1;3;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001041;728,243450960028
6000105;1;1;1;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001051;1110,72709514268
6000106;1;1;1;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001061;1109,25406757958
6000106;2;1;2;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001061;1109,25406757958
6000106;3;1;3;1;2;9;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001061;1109,25406757958
6000106;4;1;4;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001061;1109,25406757958
6000106;5;1;5;1;1; ; ; ; ; ;2;3; ; ;1; ;1;2; ;2;2;2;4;10;1;0;1000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60001061;1109,25406757958
6000106;6;1;6;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001061;1109,25406757958
6000107;1;1;1;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001071;663,117529461604
6000107;2;1;2;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001071;663,117529461604
6000108;1;1;1;1;2;10;5;10; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001081;1123,58206722071
6000108;2;1;2;1;2;9;9;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001081;1123,58206722071
6000108;3;1;3;1;1; ; ; ; ; ;4;10; ;4;1; ;1;4; ;2;2;2;4;15;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60001081;1123,58206722071
6000108;4;1;4;1;1; ; ; ; ; ;2;2; ; ;1; ;1;4; ;2;2;2;4;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60001081;1123,58206722071
6000109;1;1;1;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001091;2137,05621102599
6000109;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001091;2137,05621102599
6000109;3;1;3;1;2;2;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001091;2137,05621102599
6000109;4;1;4;1;2;4;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001091;2137,05621102599
6000109;5;1;5;2;2;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ; ;60001091;2137,05621102599
6000109;6;1;6;2;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ; ;60001091;2137,05621102599
6000110;1;1;1;1;2;1;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60001101;1514,98616931118
6000110;2;1;2;1;1; ; ; ; ; ;4;10; ;1;1; ;1;1; ;2;2;2;4;15;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;3; ; ; ;60001101;1514,98616931118
