year,cod_dpto,alive,fetal,no_fetal,deaths,Total,fetal_percapita,no_fetal_percapita,alive_percapita,deaths_percapita,DPNOM,Total pregnan,prob_alive,prob_fetal,prob_no_fetal
2009,95,1421,15,18,33,49255,0.030453761039488377,0.03654451324738605,2.8849862958075323,0.06699827428687442,Guaviare,1454,0.9773039889958735,0.01031636863823934,0.012379642365887207
2010,95,1339,17,20,37,51297,0.03314033959100922,0.038988634812952026,2.610289100727138,0.07212897440396125,Guaviare,1376,0.9731104651162791,0.012354651162790697,0.014534883720930232
2011,95,1279,77,18,95,53662,0.14349073832507175,0.0335432894785882,2.383437069061906,0.17703402780365995,Guaviare,1374,0.9308588064046579,0.05604075691411936,0.013100436681222707
2012,95,1240,178,15,193,56373,0.3157539957071648,0.02660848278431164,2.199634576836429,0.34236247849147644,Guaviare,1433,0.8653175157013259,0.12421493370551291,0.0104675505931612
2013,95,1070,109,15,124,59478,0.18326103769460977,0.02521940885705639,1.7989844984700225,0.20848044655166617,Guaviare,1194,0.8961474036850922,0.09128978224455611,0.01256281407035176
2014,95,1128,37,14,51,63030,0.05870220529906394,0.022211645248294463,1.789623988576868,0.0809138505473584,Guaviare,1179,0.9567430025445293,0.031382527565733676,0.011874469889737066
2015,95,1162,27,22,49,67103,0.040236651118429875,0.03278541942983175,1.7316662444302042,0.07302207054826163,Guaviare,1211,0.9595375722543352,0.022295623451692816,0.018166804293971925
2016,95,1160,118,15,133,71806,0.1643316714480684,0.020889619251873104,1.61546388881152,0.1852212906999415,Guaviare,1293,0.897138437741686,0.09126063418406806,0.01160092807424594
2017,95,1258,186,14,200,77276,0.24069568818261816,0.018116879755680937,1.6279310523319013,0.2588125679382991,Guaviare,1458,0.8628257887517147,0.12757201646090535,0.009602194787379973
2008,97,700,10,24,34,16687,0.059926889195181875,0.1438245340684365,4.1948822436627315,0.2037514232636184,Vaupés,734,0.9536784741144414,0.013623978201634877,0.0326975476839237
2009,97,617,13,20,33,18305,0.07101884730947829,0.10925976509150505,3.370663753072931,0.18027861240098333,Vaupés,650,0.9492307692307692,0.02,0.03076923076923077
2010,97,627,14,11,25,20056,0.06980454726765058,0.05484642999601117,3.1262465097726366,0.12465097726366174,Vaupés,652,0.9616564417177914,0.02147239263803681,0.01687116564417178
2011,97,682,25,28,53,21097,0.11850026070057354,0.13272029198464236,3.232687111911646,0.2512205526852159,Vaupés,735,0.927891156462585,0.034013605442176874,0.0380952380952381
2012,97,696,25,16,41,23935,0.10444955086693128,0.06684771255483601,2.9078754961353668,0.1712972634217673,Vaupés,737,0.9443690637720489,0.033921302578018994,0.021709633649932156
2013,97,571,9,27,36,26116,0.03446163271557666,0.10338489814672998,2.1863991422882525,0.13784653086230664,Vaupés,607,0.9406919275123559,0.014827018121911038,0.044481054365733116
2014,97,429,18,12,30,28501,0.0631556787481141,0.042103785832076066,1.5052103434967194,0.10525946458019017,Vaupés,459,0.934640522875817,0.0392156862745098,0.026143790849673203
2015,97,618,12,12,24,31137,0.038539358319683976,0.038539358319683976,1.9847769534637247,0.07707871663936795,Vaupés,642,0.9626168224299065,0.018691588785046728,0.018691588785046728
2016,97,528,17,13,30,34110,0.049838756962767516,0.03811199061858692,1.5479331574318382,0.08795074758135445,Vaupés,558,0.946236559139785,0.03046594982078853,0.023297491039426525
2017,97,593,11,6,17,37512,0.029323949669439114,0.01599488163787588,1.5808274685433994,0.04531883130731499,Vaupés,610,0.9721311475409836,0.018032786885245903,0.009836065573770493
2008,99,837,20,24,44,50603,0.03952334841807798,0.04742801810169357,1.6540521312965635,0.08695136651977156,Vichada,881,0.9500567536889898,0.022701475595913734,0.02724177071509648
2009,99,829,27,35,62,54945,0.04914004914004914,0.0637000637000637,1.5087815087815089,0.11284011284011285,Vichada,891,0.9304152637485971,0.030303030303030304,0.03928170594837262
2010,99,835,32,31,63,59484,0.05379597875058839,0.052114854414632504,1.4037388205231658,0.1059108331652209,Vichada,898,0.9298440979955457,0.035634743875278395,0.034521158129175944
2011,99,871,57,22,79,64243,0.08872561991189702,0.03424497610634622,1.355789735846707,0.12297059601824323,Vichada,950,0.9168421052631579,0.06,0.023157894736842106
2012,99,1060,62,15,77,69260,0.08951775916835114,0.02165752237943979,1.5304649148137452,0.11117528154779094,Vichada,1137,0.9322779243623571,0.05452946350043975,0.013192612137203167
2013,99,1091,59,19,78,74571,0.07911922865457081,0.025479073634522804,1.4630352281718093,0.10459830228909361,Vichada,1169,0.9332763045337895,0.0504704875962361,0.016253207869974338
2014,99,1143,58,20,78,80213,0.07230748133095632,0.024933614252053905,1.4249560545048807,0.09724109558301024,Vichada,1221,0.9361179361179361,0.0475020475020475,0.01638001638001638
2015,99,1046,76,25,101,86283,0.08808224099764728,0.028974421380805027,1.2122897905728822,0.1170566623784523,Vichada,1147,0.911944202266783,0.06625980819529206,0.021795989537925022
2016,99,1028,104,33,137,93008,0.11181833820746602,0.03548081885429211,1.105281266127645,0.14729915706175814,Vichada,1165,0.8824034334763948,0.08927038626609442,0.02832618025751073
2017,99,1016,77,31,108,100564,0.07656815560240245,0.030826140567200986,1.0103018972992324,0.10739429616960344,Vichada,1124,0.9039145907473309,0.06850533807829182,0.027580071174377226
